country,country_iso,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year($),gdp_per_capita($),generation
Bahamas,BHS,2011,male,55-74 years,1,22178,4.51,10070450000,29761,Boomers
Bahamas,BHS,2011,male,75+ years,0,3324,0,10070450000,29761,Silent
Bahamas,BHS,2011,female,5-14 years,0,26108,0,10070450000,29761,Generation Z
Bahamas,BHS,2011,female,15-24 years,0,32120,0,10070450000,29761,Millenials
Bahamas,BHS,2011,female,25-34 years,1,29138,3.43,10070450000,29761,Millenials
Bahamas,BHS,2011,female,35-54 years,0,53821,0,10070450000,29761,Generation X
Bahamas,BHS,2011,female,55-74 years,0,26262,0,10070450000,29761,Boomers
Bahamas,BHS,2011,female,75+ years,0,6106,0,10070450000,29761,Silent
Bahrain,BHR,2011,male,5-14 years,0,81209,0,28776595745,26078,Generation Z
Bahrain,BHR,2011,male,15-24 years,3,101695,2.95,28776595745,26078,Millenials
Bahrain,BHR,2011,male,25-34 years,4,220691,1.81,28776595745,26078,Millenials
Bahrain,BHR,2011,male,35-54 years,4,242955,1.65,28776595745,26078,Generation X
Bahrain,BHR,2011,male,55-74 years,1,43883,2.28,28776595745,26078,Boomers
Bahrain,BHR,2011,male,75+ years,0,4369,0,28776595745,26078,Silent
Bahrain,BHR,2011,female,5-14 years,1,77270,1.29,28776595745,26078,Generation Z
Bahrain,BHR,2011,female,15-24 years,1,75788,1.32,28776595745,26078,Millenials
Bahrain,BHR,2011,female,25-34 years,2,98138,2.04,28776595745,26078,Millenials
Bahrain,BHR,2011,female,35-54 years,2,123582,1.62,28776595745,26078,Generation X
Bahrain,BHR,2011,female,55-74 years,0,29140,0,28776595745,26078,Boomers
Bahrain,BHR,2011,female,75+ years,0,4742,0,28776595745,26078,Silent
Barbados,BRB,2011,male,5-14 years,0,19431,0,4660900000,17708,Generation Z
Barbados,BRB,2011,male,15-24 years,0,18668,0,4660900000,17708,Millenials
Barbados,BRB,2011,male,25-34 years,0,18675,0,4660900000,17708,Millenials
Barbados,BRB,2011,male,35-54 years,0,39290,0,4660900000,17708,Generation X
Barbados,BRB,2011,male,55-74 years,0,23496,0,4660900000,17708,Boomers
Barbados,BRB,2011,male,75+ years,0,6233,0,4660900000,17708,Silent
Barbados,BRB,2011,female,5-14 years,0,18501,0,4660900000,17708,Generation Z
Barbados,BRB,2011,female,15-24 years,0,18660,0,4660900000,17708,Millenials
Barbados,BRB,2011,female,25-34 years,0,19511,0,4660900000,17708,Millenials
Barbados,BRB,2011,female,35-54 years,0,43221,0,4660900000,17708,Generation X
Barbados,BRB,2011,female,55-74 years,0,27506,0,4660900000,17708,Boomers
Barbados,BRB,2011,female,75+ years,0,10011,0,4660900000,17708,Silent
Belarus,BLR,2011,male,5-14 years,10,459834,2.17,61757788945,6902,Generation Z
Belarus,BLR,2011,male,15-24 years,185,676797,27.33,61757788945,6902,Millenials
Belarus,BLR,2011,male,25-34 years,340,736247,46.18,61757788945,6902,Millenials
Belarus,BLR,2011,male,35-54 years,730,1342175,54.39,61757788945,6902,Generation X
Belarus,BLR,2011,male,55-74 years,415,755610,54.92,61757788945,6902,Boomers
Belarus,BLR,2011,male,75+ years,112,161762,69.24,61757788945,6902,Silent
Belarus,BLR,2011,female,5-14 years,1,435715,0.23,61757788945,6902,Generation Z
Belarus,BLR,2011,female,15-24 years,36,639397,5.63,61757788945,6902,Millenials
Belarus,BLR,2011,female,25-34 years,42,724263,5.8,61757788945,6902,Millenials
Belarus,BLR,2011,female,35-54 years,141,1470135,9.59,61757788945,6902,Generation X
Belarus,BLR,2011,female,55-74 years,91,1104192,8.24,61757788945,6902,Boomers
Belarus,BLR,2011,female,75+ years,69,441193,15.64,61757788945,6902,Silent
Belgium,BEL,2011,male,5-14 years,5,624298,0.8,5.27E+11,50893,Generation Z
Belgium,BEL,2011,male,15-24 years,109,676437,16.11,5.27E+11,50893,Millenials
Belgium,BEL,2011,male,25-34 years,163,715773,22.77,5.27E+11,50893,Millenials
Belgium,BEL,2011,male,35-54 years,607,1587976,38.22,5.27E+11,50893,Generation X
Belgium,BEL,2011,male,55-74 years,408,1105807,36.9,5.27E+11,50893,Boomers
Belgium,BEL,2011,male,75+ years,196,361243,54.26,5.27E+11,50893,Silent
Belgium,BEL,2011,female,5-14 years,0,597487,0,5.27E+11,50893,Generation Z
Belgium,BEL,2011,female,15-24 years,41,656675,6.24,5.27E+11,50893,Millenials
Belgium,BEL,2011,female,25-34 years,60,707535,8.48,5.27E+11,50893,Millenials
Belgium,BEL,2011,female,35-54 years,247,1552522,15.91,5.27E+11,50893,Generation X
Belgium,BEL,2011,female,55-74 years,185,1176009,15.73,5.27E+11,50893,Boomers
Belgium,BEL,2011,female,75+ years,67,593364,11.29,5.27E+11,50893,Silent
Belize,BLZ,2011,male,5-14 years,0,39029,0,1487005600,5098,Generation Z
Belize,BLZ,2011,male,15-24 years,9,33414,26.93,1487005600,5098,Millenials
Belize,BLZ,2011,male,25-34 years,9,24923,36.11,1487005600,5098,Millenials
Belize,BLZ,2011,male,35-54 years,8,33782,23.68,1487005600,5098,Generation X
Belize,BLZ,2011,male,55-74 years,1,11928,8.38,1487005600,5098,Boomers
Belize,BLZ,2011,male,75+ years,1,2303,43.42,1487005600,5098,Silent
Belize,BLZ,2011,female,5-14 years,0,38613,0,1487005600,5098,Generation Z
Belize,BLZ,2011,female,15-24 years,4,33746,11.85,1487005600,5098,Millenials
Belize,BLZ,2011,female,25-34 years,0,26338,0,1487005600,5098,Millenials
Belize,BLZ,2011,female,35-54 years,1,34151,2.93,1487005600,5098,Generation X
Belize,BLZ,2011,female,55-74 years,0,11025,0,1487005600,5098,Boomers
Belize,BLZ,2011,female,75+ years,0,2410,0,1487005600,5098,Silent
Bosnia and Herzegovina,BIH,2011,male,5-14 years,0,256966,0,18644723861,5076,Generation Z
Bosnia and Herzegovina,BIH,2011,male,15-24 years,0,290910,0,18644723861,5076,Millenials
Bosnia and Herzegovina,BIH,2011,male,25-34 years,1,252743,0.4,18644723861,5076,Millenials
Bosnia and Herzegovina,BIH,2011,male,35-54 years,2,549187,0.36,18644723861,5076,Generation X
Bosnia and Herzegovina,BIH,2011,male,55-74 years,2,363350,0.55,18644723861,5076,Boomers
Bosnia and Herzegovina,BIH,2011,male,75+ years,0,77233,0,18644723861,5076,Silent
Bosnia and Herzegovina,BIH,2011,female,5-14 years,0,246977,0,18644723861,5076,Generation Z
Bosnia and Herzegovina,BIH,2011,female,15-24 years,0,272956,0,18644723861,5076,Millenials
Bosnia and Herzegovina,BIH,2011,female,25-34 years,0,256067,0,18644723861,5076,Millenials
Bosnia and Herzegovina,BIH,2011,female,35-54 years,0,553980,0,18644723861,5076,Generation X
Bosnia and Herzegovina,BIH,2011,female,55-74 years,0,436988,0,18644723861,5076,Boomers
Bosnia and Herzegovina,BIH,2011,female,75+ years,0,115955,0,18644723861,5076,Silent
Brazil,BRA,2011,male,5-14 years,63,17044425,0.37,2.62E+12,14245,Generation Z
Brazil,BRA,2011,male,15-24 years,1335,17674787,7.55,2.62E+12,14245,Millenials
Brazil,BRA,2011,male,25-34 years,1907,17249585,11.06,2.62E+12,14245,Millenials
Brazil,BRA,2011,male,35-54 years,2754,24975171,11.03,2.62E+12,14245,Generation X
Brazil,BRA,2011,male,55-74 years,1323,11208705,11.8,2.62E+12,14245,Boomers
Brazil,BRA,2011,male,75+ years,352,2002447,17.58,2.62E+12,14245,Silent
Brazil,BRA,2011,female,5-14 years,47,16404101,0.29,2.62E+12,14245,Generation Z
Brazil,BRA,2011,female,15-24 years,413,17180849,2.4,2.62E+12,14245,Millenials
Brazil,BRA,2011,female,25-34 years,400,17253232,2.32,2.62E+12,14245,Millenials
Brazil,BRA,2011,female,35-54 years,805,26488792,3.04,2.62E+12,14245,Generation X
Brazil,BRA,2011,female,55-74 years,352,13063915,2.69,2.62E+12,14245,Boomers
Brazil,BRA,2011,female,75+ years,71,3110432,2.28,2.62E+12,14245,Silent
Bulgaria,BGR,2011,male,5-14 years,2,332601,0.6,57418414504,8137,Generation Z
Bulgaria,BGR,2011,male,15-24 years,36,442991,8.13,57418414504,8137,Millenials
Bulgaria,BGR,2011,male,25-34 years,59,543115,10.86,57418414504,8137,Millenials
Bulgaria,BGR,2011,male,35-54 years,201,1054285,19.07,57418414504,8137,Generation X
Bulgaria,BGR,2011,male,55-74 years,209,813732,25.68,57418414504,8137,Boomers
Bulgaria,BGR,2011,male,75+ years,98,226843,43.2,57418414504,8137,Silent
Bulgaria,BGR,2011,female,5-14 years,0,314076,0,57418414504,8137,Generation Z
Bulgaria,BGR,2011,female,15-24 years,11,419980,2.62,57418414504,8137,Millenials
Bulgaria,BGR,2011,female,25-34 years,7,509076,1.38,57418414504,8137,Millenials
Bulgaria,BGR,2011,female,35-54 years,41,1036483,3.96,57418414504,8137,Generation X
Bulgaria,BGR,2011,female,55-74 years,51,990352,5.15,57418414504,8137,Boomers
Bulgaria,BGR,2011,female,75+ years,48,372993,12.87,57418414504,8137,Silent
Cabo Verde,CPV,2011,male,5-14 years,3,57301,5.24,1864824081,4124,Generation Z
Cabo Verde,CPV,2011,male,15-24 years,5,57386,8.71,1864824081,4124,Millenials
Cabo Verde,CPV,2011,male,25-34 years,8,42962,18.62,1864824081,4124,Millenials
Cabo Verde,CPV,2011,male,35-54 years,18,47077,38.24,1864824081,4124,Generation X
Cabo Verde,CPV,2011,male,55-74 years,1,14827,6.74,1864824081,4124,Boomers
Cabo Verde,CPV,2011,male,75+ years,2,4954,40.37,1864824081,4124,Silent
Cabo Verde,CPV,2011,female,5-14 years,0,56558,0,1864824081,4124,Generation Z
Cabo Verde,CPV,2011,female,15-24 years,1,56039,1.78,1864824081,4124,Millenials
Cabo Verde,CPV,2011,female,25-34 years,0,38528,0,1864824081,4124,Millenials
Cabo Verde,CPV,2011,female,35-54 years,2,49078,4.08,1864824081,4124,Generation X
Cabo Verde,CPV,2011,female,55-74 years,2,19887,10.06,1864824081,4124,Boomers
Cabo Verde,CPV,2011,female,75+ years,0,7582,0,1864824081,4124,Silent
Canada,CAN,2011,male,5-14 years,13,1920567,0.68,1.79E+12,54841,Generation Z
Canada,CAN,2011,male,15-24 years,364,2356694,15.45,1.79E+12,54841,Millenials
Canada,CAN,2011,male,25-34 years,410,2400784,17.08,1.79E+12,54841,Millenials
Canada,CAN,2011,male,35-54 years,1127,5074280,22.21,1.79E+12,54841,Generation X
Canada,CAN,2011,male,55-74 years,683,3455517,19.77,1.79E+12,54841,Boomers
Canada,CAN,2011,male,75+ years,184,943428,19.5,1.79E+12,54841,Silent
Canada,CAN,2011,female,5-14 years,18,1815461,0.99,1.79E+12,54841,Generation Z
Canada,CAN,2011,female,15-24 years,135,2248192,6,1.79E+12,54841,Millenials
Canada,CAN,2011,female,25-34 years,134,2370185,5.65,1.79E+12,54841,Millenials
Canada,CAN,2011,female,35-54 years,390,5032043,7.75,1.79E+12,54841,Generation X
Canada,CAN,2011,female,55-74 years,215,3629587,5.92,1.79E+12,54841,Boomers
Canada,CAN,2011,female,75+ years,55,1368680,4.02,1.79E+12,54841,Silent
Chile,CHL,2011,male,5-14 years,12,1300696,0.92,2.52E+11,15854,Generation Z
Chile,CHL,2011,male,15-24 years,312,1441346,21.65,2.52E+11,15854,Millenials
Chile,CHL,2011,male,25-34 years,330,1309717,25.2,2.52E+11,15854,Millenials
Chile,CHL,2011,male,35-54 years,575,2350457,24.46,2.52E+11,15854,Generation X
Chile,CHL,2011,male,55-74 years,339,1205080,28.13,2.52E+11,15854,Boomers
Chile,CHL,2011,male,75+ years,89,250197,35.57,2.52E+11,15854,Silent
Chile,CHL,2011,female,5-14 years,12,1253907,0.96,2.52E+11,15854,Generation Z
Chile,CHL,2011,female,15-24 years,69,1388507,4.97,2.52E+11,15854,Millenials
Chile,CHL,2011,female,25-34 years,67,1274974,5.26,2.52E+11,15854,Millenials
Chile,CHL,2011,female,35-54 years,158,2367343,6.67,2.52E+11,15854,Generation X
Chile,CHL,2011,female,55-74 years,50,1351263,3.7,2.52E+11,15854,Boomers
Chile,CHL,2011,female,75+ years,14,417296,3.35,2.52E+11,15854,Silent
Colombia,COL,2011,male,5-14 years,41,4163139,0.98,3.35E+11,7885,Generation Z
Colombia,COL,2011,male,15-24 years,450,4268385,10.54,3.35E+11,7885,Millenials
Colombia,COL,2011,male,25-34 years,382,3840952,9.95,3.35E+11,7885,Millenials
Colombia,COL,2011,male,35-54 years,498,5745871,8.67,3.35E+11,7885,Generation X
Colombia,COL,2011,male,55-74 years,231,2445112,9.45,3.35E+11,7885,Boomers
Colombia,COL,2011,male,75+ years,60,436385,13.75,3.35E+11,7885,Silent
Colombia,COL,2011,female,5-14 years,34,3995726,0.85,3.35E+11,7885,Generation Z
Colombia,COL,2011,female,15-24 years,159,4147875,3.83,3.35E+11,7885,Millenials
Colombia,COL,2011,female,25-34 years,69,3897562,1.77,3.35E+11,7885,Millenials
Colombia,COL,2011,female,35-54 years,87,6156452,1.41,3.35E+11,7885,Generation X
Colombia,COL,2011,female,55-74 years,29,2822325,1.03,3.35E+11,7885,Boomers
Colombia,COL,2011,female,75+ years,4,618521,0.65,3.35E+11,7885,Silent
Costa Rica,CRI,2011,male,5-14 years,5,381413,1.31,42262697840,9978,Generation Z
Costa Rica,CRI,2011,male,15-24 years,52,419970,12.38,42262697840,9978,Millenials
Costa Rica,CRI,2011,male,25-34 years,72,379928,18.95,42262697840,9978,Millenials
Costa Rica,CRI,2011,male,35-54 years,85,589634,14.42,42262697840,9978,Generation X
Costa Rica,CRI,2011,male,55-74 years,40,285540,14.01,42262697840,9978,Boomers
Costa Rica,CRI,2011,male,75+ years,9,60741,14.82,42262697840,9978,Silent
Costa Rica,CRI,2011,female,5-14 years,2,364605,0.55,42262697840,9978,Generation Z
Costa Rica,CRI,2011,female,15-24 years,20,404197,4.95,42262697840,9978,Millenials
Costa Rica,CRI,2011,female,25-34 years,8,371907,2.15,42262697840,9978,Millenials
Costa Rica,CRI,2011,female,35-54 years,14,600898,2.33,42262697840,9978,Generation X
Costa Rica,CRI,2011,female,55-74 years,8,299105,2.67,42262697840,9978,Boomers
Costa Rica,CRI,2011,female,75+ years,1,77576,1.29,42262697840,9978,Silent
Croatia,HRV,2011,male,5-14 years,2,229413,0.87,62375044443,14890,Generation Z
Croatia,HRV,2011,male,15-24 years,24,269755,8.9,62375044443,14890,Millenials
Croatia,HRV,2011,male,25-34 years,63,314331,20.04,62375044443,14890,Millenials
Croatia,HRV,2011,male,35-54 years,148,616577,24,62375044443,14890,Generation X
Croatia,HRV,2011,male,55-74 years,188,467142,40.24,62375044443,14890,Boomers
Croatia,HRV,2011,male,75+ years,95,118029,80.49,62375044443,14890,Silent
Croatia,HRV,2011,female,5-14 years,0,217835,0,62375044443,14890,Generation Z
Croatia,HRV,2011,female,15-24 years,8,258495,3.09,62375044443,14890,Millenials
Croatia,HRV,2011,female,25-34 years,11,304202,3.62,62375044443,14890,Millenials
Croatia,HRV,2011,female,35-54 years,52,621895,8.36,62375044443,14890,Generation X
Croatia,HRV,2011,female,55-74 years,68,545430,12.47,62375044443,14890,Boomers
Croatia,HRV,2011,female,75+ years,43,225925,19.03,62375044443,14890,Silent
Cuba,CUB,2011,male,5-14 years,4,687609,0.58,68990000000,6419,Generation Z
Cuba,CUB,2011,male,15-24 years,75,808772,9.27,68990000000,6419,Millenials
Cuba,CUB,2011,male,25-34 years,113,707701,15.97,68990000000,6419,Millenials
Cuba,CUB,2011,male,35-54 years,441,1909690,23.09,68990000000,6419,Generation X
Cuba,CUB,2011,male,55-74 years,345,987980,34.92,68990000000,6419,Boomers
Cuba,CUB,2011,male,75+ years,236,273331,86.34,68990000000,6419,Silent
Cuba,CUB,2011,female,5-14 years,3,647275,0.46,68990000000,6419,Generation Z
Cuba,CUB,2011,female,15-24 years,13,761258,1.71,68990000000,6419,Millenials
Cuba,CUB,2011,female,25-34 years,20,686162,2.91,68990000000,6419,Millenials
Cuba,CUB,2011,female,35-54 years,106,1903248,5.57,68990000000,6419,Generation X
Cuba,CUB,2011,female,55-74 years,123,1022839,12.03,68990000000,6419,Boomers
Cuba,CUB,2011,female,75+ years,50,352169,14.2,68990000000,6419,Silent
Cyprus,CYP,2011,male,5-14 years,0,47189,0,27427161523,34249,Generation Z
Cyprus,CYP,2011,male,15-24 years,3,67311,4.46,27427161523,34249,Millenials
Cyprus,CYP,2011,male,25-34 years,0,68773,0,27427161523,34249,Millenials
Cyprus,CYP,2011,male,35-54 years,12,108755,11.03,27427161523,34249,Generation X
Cyprus,CYP,2011,male,55-74 years,8,77047,10.38,27427161523,34249,Boomers
Cyprus,CYP,2011,male,75+ years,2,19308,10.36,27427161523,34249,Silent
Cyprus,CYP,2011,female,5-14 years,0,44757,0,27427161523,34249,Generation Z
Cyprus,CYP,2011,female,15-24 years,0,64690,0,27427161523,34249,Millenials
Cyprus,CYP,2011,female,25-34 years,0,73838,0,27427161523,34249,Millenials
Cyprus,CYP,2011,female,35-54 years,3,122543,2.45,27427161523,34249,Generation X
Cyprus,CYP,2011,female,55-74 years,1,80672,1.24,27427161523,34249,Boomers
Cyprus,CYP,2011,female,75+ years,1,25937,3.86,27427161523,34249,Silent
Czech Republic,CZE,2011,male,5-14 years,2,483911,0.41,2.28E+11,23010,Generation Z
Czech Republic,CZE,2011,male,15-24 years,120,632356,18.98,2.28E+11,23010,Millenials
Czech Republic,CZE,2011,male,25-34 years,173,818695,21.13,2.28E+11,23010,Millenials
Czech Republic,CZE,2011,male,35-54 years,500,1517715,32.94,2.28E+11,23010,Generation X
Czech Republic,CZE,2011,male,55-74 years,424,1152114,36.8,2.28E+11,23010,Boomers
Czech Republic,CZE,2011,male,75+ years,118,246004,47.97,2.28E+11,23010,Silent
Czech Republic,CZE,2011,female,5-14 years,0,457594,0,2.28E+11,23010,Generation Z
Czech Republic,CZE,2011,female,15-24 years,19,602033,3.16,2.28E+11,23010,Millenials
Czech Republic,CZE,2011,female,25-34 years,28,771896,3.63,2.28E+11,23010,Millenials
Czech Republic,CZE,2011,female,35-54 years,86,1456523,5.9,2.28E+11,23010,Generation X
Czech Republic,CZE,2011,female,55-74 years,77,1312571,5.87,2.28E+11,23010,Boomers
Czech Republic,CZE,2011,female,75+ years,43,454906,9.45,2.28E+11,23010,Silent
Denmark,DNK,2011,male,5-14 years,0,341776,0,3.44E+11,65598,Generation Z
Denmark,DNK,2011,male,15-24 years,26,356319,7.3,3.44E+11,65598,Millenials
Denmark,DNK,2011,male,25-34 years,35,326633,10.72,3.44E+11,65598,Millenials
Denmark,DNK,2011,male,35-54 years,189,791137,23.89,3.44E+11,65598,Generation X
Denmark,DNK,2011,male,55-74 years,139,621859,22.35,3.44E+11,65598,Boomers
Denmark,DNK,2011,male,75+ years,48,156856,30.6,3.44E+11,65598,Silent
Denmark,DNK,2011,female,5-14 years,0,326359,0,3.44E+11,65598,Generation Z
Denmark,DNK,2011,female,15-24 years,11,340056,3.23,3.44E+11,65598,Millenials
Denmark,DNK,2011,female,25-34 years,12,323639,3.71,3.44E+11,65598,Millenials
Denmark,DNK,2011,female,35-54 years,50,778373,6.42,3.44E+11,65598,Generation X
Denmark,DNK,2011,female,55-74 years,57,643276,8.86,3.44E+11,65598,Boomers
Denmark,DNK,2011,female,75+ years,22,237867,9.25,3.44E+11,65598,Silent
Ecuador,ECU,2011,male,5-14 years,32,1539867,2.08,79276664000,5836,Generation Z
Ecuador,ECU,2011,male,15-24 years,200,1449571,13.8,79276664000,5836,Millenials
Ecuador,ECU,2011,male,25-34 years,161,1202963,13.38,79276664000,5836,Millenials
Ecuador,ECU,2011,male,35-54 years,160,1677115,9.54,79276664000,5836,Generation X
Ecuador,ECU,2011,male,55-74 years,83,741610,11.19,79276664000,5836,Boomers
Ecuador,ECU,2011,male,75+ years,18,166244,10.83,79276664000,5836,Silent
Ecuador,ECU,2011,female,5-14 years,32,1480934,2.16,79276664000,5836,Generation Z
Ecuador,ECU,2011,female,15-24 years,120,1408696,8.52,79276664000,5836,Millenials
Ecuador,ECU,2011,female,25-34 years,51,1195816,4.26,79276664000,5836,Millenials
Ecuador,ECU,2011,female,35-54 years,45,1715068,2.62,79276664000,5836,Generation X
Ecuador,ECU,2011,female,55-74 years,12,797572,1.5,79276664000,5836,Boomers
Ecuador,ECU,2011,female,75+ years,4,208097,1.92,79276664000,5836,Silent
El Salvador,SLV,2011,male,5-14 years,12,666916,1.8,20283783700,3631,Generation Z
El Salvador,SLV,2011,male,15-24 years,116,607120,19.11,20283783700,3631,Millenials
El Salvador,SLV,2011,male,25-34 years,100,402814,24.83,20283783700,3631,Millenials
El Salvador,SLV,2011,male,35-54 years,85,565884,15.02,20283783700,3631,Generation X
El Salvador,SLV,2011,male,55-74 years,39,297029,13.13,20283783700,3631,Boomers
El Salvador,SLV,2011,male,75+ years,15,77576,19.34,20283783700,3631,Silent
El Salvador,SLV,2011,female,5-14 years,12,642054,1.87,20283783700,3631,Generation Z
El Salvador,SLV,2011,female,15-24 years,52,630434,8.25,20283783700,3631,Millenials
El Salvador,SLV,2011,female,25-34 years,26,488848,5.32,20283783700,3631,Millenials
El Salvador,SLV,2011,female,35-54 years,22,725601,3.03,20283783700,3631,Generation X
El Salvador,SLV,2011,female,55-74 years,3,380644,0.79,20283783700,3631,Boomers
El Salvador,SLV,2011,female,75+ years,3,100865,2.97,20283783700,3631,Silent
Estonia,EST,2011,male,5-14 years,0,65329,0,23170239901,18545,Generation Z
Estonia,EST,2011,male,15-24 years,19,87167,21.8,23170239901,18545,Millenials
Estonia,EST,2011,male,25-34 years,23,95987,23.96,23170239901,18545,Millenials
Estonia,EST,2011,male,35-54 years,58,178933,32.41,23170239901,18545,Generation X
Estonia,EST,2011,male,55-74 years,57,121737,46.82,23170239901,18545,Boomers
Estonia,EST,2011,male,75+ years,21,29683,70.75,23170239901,18545,Silent
Estonia,EST,2011,female,5-14 years,0,61510,0,23170239901,18545,Generation Z
Estonia,EST,2011,female,15-24 years,3,82075,3.66,23170239901,18545,Millenials
Estonia,EST,2011,female,25-34 years,1,90940,1.1,23170239901,18545,Millenials
Estonia,EST,2011,female,35-54 years,15,185535,8.08,23170239901,18545,Generation X
